"종목
코드",종목명,시장,산업명(대),산업명(중),주요제품
006280,녹십자,KOSPI,헬스케어,제약_완제의약품,완제의약품
323280,태성,KOSDAQ,PCB,PCB_부품소재,PCB 자동화 생산설비
099320,쎄트렉아이,KOSDAQ,통신,위성통신,위성시스템(지구관측 등)
012630,HDC,KOSPI,지주사,지주사,지주사
085660,차바이오텍,KOSDAQ,헬스케어,바이오의약품,제대혈 및 줄기세포 치료제
491000,리브스메드,KOSDAQ,헬스케어,의료기기,복강경 수술 기구
100090,SK오션플랜트,KOSPI,에너지,신재생_풍력,해상풍력 하부구조물
232140,와이씨,KOSDAQ,반도체,반도체_장비,검사장비(Memory Wafer Tester)
095610,테스,KOSDAQ,반도체,반도체_장비,공정장비(PECVD 등)
003380,하림지주,KOSDAQ GLOBAL,지주사,지주사,지주사
065350,신성델타테크,KOSDAQ,전자제품,전자부품,"가전제품 부품(세탁기, 냉장고 등)"
060370,LS마린솔루션,KOSDAQ,통신,통신장비,해저 및 지중 케이블 시공 및 유지보수
003530,한화투자증권,KOSPI,금융,증권,증권업
437730,삼현,KOSDAQ,Auto,자동차부품,자동차용 모터류
294870,HDC현대산업개발,KOSPI,건설,건설_대형,대형 건설
100790,미래에셋벤처투자,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
030610,교보증권,KOSPI,금융,증권,증권업
001800,오리온홀딩스,KOSPI,지주사,지주사,지주사
007310,오뚜기,KOSPI,음식료,라면,라면
127120,제이에스링크,KOSDAQ,헬스케어,유전체분석,유전체 분석
020560,아시아나항공,KOSPI,운송,항공,정기항공운송업
376900,로킷헬스케어,KOSDAQ,헬스케어,바이오의약품,3D 바이오 프린터
082640,동양생명,KOSPI,금융,생명보험,생명보험
080220,제주반도체,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 스마트폰)"
034230,파라다이스,KOSPI,내수,카지노,카지노
183300,코미코,KOSDAQ GLOBAL,반도체,반도체_소재,세정 및 코팅
330590,롯데리츠,KOSPI,금융,리츠,부동산
000210,DL,KOSPI,지주사,지주사,지주사
229640,LS에코에너지,KOSPI,에너지,전선업,"전력케이블(HV, MV, LV) 등"
195940,HK이노엔,KOSDAQ GLOBAL,헬스케어,제약_완제의약품,완제의약품
032350,롯데관광개발,KOSPI,내수,리조트,숙박/리조트
417200,LS머트리얼즈,KOSDAQ,에너지,신재생_기타,커패시터(중대형 울트라커패시터)
048410,현대바이오,KOSDAQ,화장품,화장품_브랜드,브랜드) 비타브리드 C12 등
077970,STX엔진,KOSPI,조선,선박엔진,선박엔진 등
213420,덕산네오룩스,KOSDAQ GLOBAL,디스플레이,디스플레이_소재,OLED 소재(유기재료)
004000,롯데정밀화학,KOSPI,석유화학,석유화학_대형사,대기업 그룹군
281740,레이크머티리얼즈,KOSDAQ,반도체,반도체_소재,전구체(Precursor)
131290,티에스이,KOSDAQ,반도체,반도체_장비,검사장비(Probe Card)
003240,태광산업,KOSPI,석유화학,화학섬유,"POLYESTER, ACRYLIC 원료"
003090,대웅,KOSPI,지주사,지주사,지주사
090710,휴림로봇,KOSDAQ,기계,로봇,산업용 로봇
115180,큐리언트,KOSDAQ,헬스케어,바이오_연구개발,항암신약
100840,SNT에너지,KOSPI,에너지,플랜트,"화공기기(열교환기, 압력용기)"
397030,에이프릴바이오,KOSDAQ,헬스케어,바이오_연구개발,항체치료제
445680,큐리옥스바이오시스템즈,KOSDAQ,헬스케어,바이오_기자재,세포 분석 공정 자동화 장비
300720,한일시멘트,KOSPI,건설,시멘트,시멘트
181710,NHN,KOSPI,게임,게임_KOSPI,한게임(HANGAME)
096530,씨젠,KOSDAQ,헬스케어,의료용_진단기기,분자진단
189300,인텔리안테크,KOSDAQ,통신,위성통신,위성통신 안테나
000080,하이트진로,KOSPI,음식료,주류,"소주(참이슬), 맥주"
388210,씨엠티엑스,KOSDAQ,반도체,반도체_소재,반도체 부품(Silicon Parts 등)
007390,네이처셀,KOSDAQ,헬스케어,바이오의약품,줄기세포 치료제
023160,태광,KOSDAQ,에너지,플랜트,관이음쇠
124500,아이티센글로벌,KOSDAQ,유통,온라인,귀금속 유통
185750,종근당,KOSPI,헬스케어,제약_완제의약품,완제의약품
166090,하나머티리얼즈,KOSDAQ GLOBAL,반도체,반도체_소재,반도체 부품(Silicon Parts 등)
082270,젬백스,KOSDAQ,반도체,반도체_설비,유틸리티 및 장비
001740,SK네트웍스,KOSPI,에너지,종합상사,종합상사
456160,지투지바이오,KOSDAQ,헬스케어,바이오_연구개발,신약개발
089860,롯데렌탈,KOSPI,내수,여행,렌터카
137400,피엔티,KOSDAQ GLOBAL,배터리,배터리_장비,공정장비(전극 공정)
035760,CJ ENM,KOSDAQ GLOBAL,방송미디어,방송,방송산업(TVN 등)
160190,하이젠알앤엠,KOSDAQ,기계,로봇,범용전동기(범용모터)
086450,동국제약,KOSDAQ GLOBAL,헬스케어,제약_완제의약품,완제의약품
365550,ESR켄달스퀘어리츠,KOSPI,금융,리츠,부동산
093370,후성,KOSPI,석유화학,석유화학_중소형,기초화합물(불소화합물)
036540,SFA반도체,KOSDAQ,반도체,반도체_패키징,패키징 및 TEST
089970,브이엠,KOSDAQ,반도체,반도체_장비,공정장비(Dry Etcher 등)
032500,케이엠더블유,KOSDAQ,통신,통신장비,통신장비) RF 사업
466100,클로봇,KOSDAQ,기계,로봇,로봇 솔루션 및 서비스
036830,솔브레인홀딩스,KOSDAQ GLOBAL,지주사,지주사,지주사
005300,롯데칠성,KOSPI,음식료,음료,식음료제조업: 칠성사이다 등
293490,카카오게임즈,KOSDAQ GLOBAL,게임,게임_KOSDAQ,"오딘, 아키에이지 워 등"
000670,영풍,KOSPI,비철금속,아연동,아연
328130,루닛,KOSDAQ,헬스케어,의료기기_SW,의료진단 및 판독 보조 솔루션
420770,기가비스,KOSDAQ,PCB,PCB_부품소재,반도체 기판 자동광학검사기(AOI)
280360,롯데웰푸드,KOSPI,음식료,제과제빵,제과사업
490470,세미파이브,KOSDAQ,반도체,비메모리_기타,설계 엔지니어링 서비스
014620,성광벤드,KOSDAQ,에너지,플랜트,관이음쇠
052020,에스티큐브,KOSDAQ,헬스케어,바이오_연구개발,항암신약
050890,쏠리드,KOSDAQ,통신,통신장비,통신장비) 이동통신 중계기 등
484870,엠앤씨솔루션,KOSPI,방산,방산,포/포탑
027360,아주IB투자,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
006120,SK디스커버리,KOSPI,지주사,지주사,지주사
281820,케이씨텍,KOSPI,반도체,반도체_장비,공정장비(연마(CMP))
192080,더블유게임즈,KOSPI,게임,게임_KOSPI,"더블유카지노, Take5 등"
006650,대한유화,KOSPI,석유화학,석유화학_중소형,기초유분
253450,스튜디오드래곤,KOSDAQ GLOBAL,방송미디어,드라마_제작,드라마 제작
036530,SNT홀딩스,KOSPI,지주사,지주사,지주사
388720,유일로보틱스,KOSDAQ,기계,로봇,산업용 로봇
075580,세진중공업,KOSPI,조선,조선기자재,조선블록업체
056190,에스에프에이,KOSDAQ GLOBAL,디스플레이,디스플레이_장비,자동화 시스템(FA)
451800,한화리츠,KOSPI,금융,리츠,부동산
005690,파미셀,KOSPI,헬스케어,바이오의약품,줄기세포 치료제
174900,앱클론,KOSDAQ,헬스케어,바이오_연구개발,항체치료제
137310,에스디바이오센서,KOSPI,헬스케어,의료용_진단기기,체외진단 의료기기
005880,대한해운,KOSPI,운송,해운,해운) 벌크
295310,에이치브이엠,KOSDAQ,비철금속,비철금속_기타,특수금속 및 첨단금속
079900,전진건설로봇,KOSPI,기계,건설기계,콘크리트 펌프
285130,SK케미칼,KOSPI,석유화학,석유화학_대형사,대기업 그룹군
192400,쿠쿠홀딩스,KOSPI,전자제품,가정용_전자제품,밥솥(전기)
003470,유안타증권,KOSPI,금융,증권,증권업
003030,세아제강지주,KOSPI,지주사,지주사,지주사
122870,와이지엔터테인먼트,KOSDAQ,방송미디어,음반음원,엔터테인먼트
298050,HS효성첨단소재,KOSPI,석유화학,석유화학_대형사,대기업 그룹군
476060,온코닉테라퓨틱스,KOSDAQ,헬스케어,바이오_연구개발,신약개발(소화기 질환 등)
204270,제이앤티씨,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품(강화유리)
009450,경동나비엔,KOSPI,건설,건자재,가스보일러
195870,해성디에스,KOSPI,반도체,반도체_패키징,패키징 소재) 리드프레임(Lead Frame)
222080,씨아이에스,KOSDAQ GLOBAL,배터리,배터리_장비,공정장비(전극 공정)
057050,현대홈쇼핑,KOSPI,유통,온라인,홈쇼핑
009240,한샘,KOSPI,건설,가구,일반 가구
161580,필옵틱스,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
064960,SNT모티브,KOSPI,Auto,자동차부품,자동차용 모터류
032190,다우데이타,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발
044490,태웅,KOSDAQ,에너지,신재생_풍력,풍력설비(단조)
006730,서부T&D,KOSDAQ,내수,리조트,호텔) 서울드래곤 시티
358570,지아이이노베이션,KOSDAQ,헬스케어,바이오_연구개발,항암신약
071320,지역난방공사,KOSPI,에너지,에너지_가스,집단에너지
003160,디아이,KOSPI,반도체,반도체_장비,검사장비(Monitoring Burn-In Tester)
499790,GS피앤엘,KOSPI,내수,리조트,호텔) 파르나스
056080,유진로봇,KOSDAQ,기계,로봇,"물류배송 로봇, 청소로봇"
030190,NICE평가정보,KOSPI,전문서비스,금융서비스,신용정보
001510,SK증권,KOSPI,금융,증권,증권업
248070,솔루엠,KOSPI,전자제품,전자부품,"파워모듈, ESL(전자식 가격표시기) 등"
010780,아이에스동서,KOSPI,건설,건설_중소형,건설업
171090,선익시스템,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
052400,코나아이,KOSDAQ,전문서비스,금융서비스,지역화폐
249420,일동제약,KOSPI,음식료,건강기능식품,브랜드) 아로나민류
241710,코스메카코리아,KOSDAQ,화장품,화장품_OEMODM,"OEM, ODM"
372320,큐로셀,KOSDAQ,헬스케어,바이오의약품,세포유전자 치료제
036810,에프에스티,KOSDAQ,반도체,반도체_소재,반도체 부품(펠리클 등)
121600,나노신소재,KOSDAQ,배터리,배터리_소재,이차전지 도전재
004490,세방전지,KOSPI,Auto,자동차부품,자동차용 축전지
003850,보령,KOSPI,헬스케어,제약_완제의약품,완제의약품
317450,명인제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
006110,삼아알미늄,KOSPI,비철금속,알루미늄,알루미늄 압연
108320,LX세미콘,KOSPI,반도체,비메모리_팹리스,"팹리스(Fabless, 디스플레이)"
456040,OCI,KOSPI,에너지,신재생_태양광,폴리실리콘
074600,원익QnC,KOSDAQ GLOBAL,반도체,반도체_소재,반도체 부품(Quartz 등)
187660,페니트리움바이오,KOSDAQ,헬스케어,바이오_CRO,임상시험수탁기관(CRO)
389470,인벤티지랩,KOSDAQ,헬스케어,바이오_연구개발,신약개발(장기지속형 주사제)
005090,SGC에너지,KOSPI,에너지,전력_발전정비,열병합발전소
348370,엔켐,KOSDAQ,배터리,배터리_소재,전해액
002020,코오롱,KOSPI,지주사,지주사,지주사
365340,성일하이텍,KOSDAQ,배터리,배터리_소재,리사이클링
001270,부국증권,KOSPI,금융,증권,증권업
078160,메디포스트,KOSDAQ,헬스케어,바이오의약품,제대혈 및 줄기세포 치료제
003280,흥아해운,KOSPI,운송,해운,해운) 탱커
327260,RF머트리얼즈,KOSDAQ,통신,통신장비,통신장비) GaN RF반도체 전문
090460,비에이치,KOSPI,PCB,PCB,연성인쇄회로기판(FPCB)
079160,CJ CGV,KOSPI,방송미디어,영화,영화관 운영
225570,넥슨게임즈,KOSDAQ,게임,게임_KOSDAQ,"V4, Blue Archive, 서든어택 등"
011930,신성이엔지,KOSPI,반도체,반도체_설비,Clean Room
033100,제룡전기,KOSDAQ,에너지,전력_송배전,변압기(중전기)
003620,KG모빌리티,KOSPI,Auto,완성차,완성차
000370,한화손해보험,KOSPI,금융,손해보험,손해보험
033500,동성화인텍,KOSDAQ,조선,조선기자재,초저온 보냉재
025540,한국단자,KOSPI,Auto,자동차부품,전기전자장치(커넥터)
348210,넥스틴,KOSDAQ GLOBAL,반도체,반도체_장비,검사장비(패턴 결함)
033240,자화전자,KOSPI,스마트폰,카메라_모듈,"카메라 모듈 부품(AFA, 진동모터 등)"
009520,포스코엠텍,KOSDAQ GLOBAL,철강,철강,철강 포장 및 부원료
114090,GKL,KOSPI,내수,카지노,카지노
001060,JW중외제약,KOSPI,헬스케어,제약_완제의약품,수액
014820,동원시스템즈,KOSPI,음식료,식품_포장,식품포장(연포장재 등)
368770,파이버프로,KOSDAQ,통신,통신장비,광통신) 광센서 솔루션
003000,부광약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
086900,메디톡스,KOSDAQ,헬스케어,의료기기_피부미용,"필러, 톡신 등"
376300,디어유,KOSDAQ,방송미디어,음반음원,프라이빗 메시지(DearU bubble)
007700,F&F홀딩스,KOSPI,지주사,지주사,지주사
356860,티엘비,KOSDAQ,PCB,PCB,인쇄회로기판(PCB)
002350,넥센타이어,KOSPI,Auto,자동차부품_타이어,타이어
102940,코오롱생명과학,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
214320,이노션,KOSPI,전문서비스,광고_계열,최대주주: 현대차
126340,비나텍,KOSDAQ,에너지,신재생_기타,커패시터(슈퍼커패시터)
033790,피노,KOSDAQ,배터리,배터리_소재,양극활물질 전구체
024850,HLB이노베이션,KOSDAQ,반도체,반도체_패키징,패키징 소재) 리드프레임(Lead Frame)
093050,LF,KOSPI,패션,의류_브랜드,브랜드) LF
493280,아이엠바이오로직스,KOSDAQ,헬스케어,바이오_연구개발,항체치료제
001680,대상,KOSPI,음식료,식품,"식품제조업: 전통 장류, 조미료 등"
025980,아난티,KOSDAQ,내수,리조트,숙박/리조트(아난티)
069260,TKG휴켐스,KOSPI,석유화학,석유화학_중소형,"DNT, MNB"
102710,이엔에프테크놀로지,KOSDAQ,디스플레이,디스플레이_소재,"공정용 전자재료(식각액, 박리액 등)"
293940,신한알파리츠,KOSPI,금융,리츠,부동산
486990,노타,KOSDAQ,인터넷,소프트웨어,AI 경량화 솔루션
399720,가온칩스,KOSDAQ,반도체,비메모리_디자인솔루션,삼성파운드리 협력사
005180,빙그레,KOSPI,음식료,음료,유제품
348340,뉴로메카,KOSDAQ,기계,로봇,산업용 로봇
112040,위메이드,KOSDAQ,게임,게임_KOSDAQ,미르의 전설
214430,아이쓰리시스템,KOSDAQ,방산,방산,방산
200710,에이디테크놀로지,KOSDAQ,반도체,비메모리_디자인솔루션,삼성파운드리 협력사
475960,토모큐브,KOSDAQ,헬스케어,바이오_기자재,바이오 연구장비 등
067160,SOOP,KOSDAQ GLOBAL,인터넷,플랫폼,아프리카TV
060250,NHN KCP,KOSDAQ,인터넷,결제시스템,PG(전자지불 결제 서비스)
015750,성우하이텍,KOSDAQ,Auto,자동차부품,차체제품(Bumper rail)
053800,안랩,KOSDAQ,인터넷,정보보안,보안 솔루션
178920,PI첨단소재,KOSPI,석유화학,석유화학_중소형,필름) PI(Polyimide) 등
336370,솔루스첨단소재,KOSPI,배터리,배터리_소재,전지박(Copper Foil)
000400,롯데손해보험,KOSPI,금융,손해보험,손해보험
425420,티에프이,KOSDAQ,반도체,반도체_테스트,반도체 테스트사업
253590,네오셈,KOSDAQ,반도체,반도체_장비,검사장비(SSD Tester)
005810,풍산홀딩스,KOSPI,지주사,지주사,지주사
058650,세아홀딩스,KOSPI,지주사,지주사,지주사
001500,현대차증권,KOSPI,금융,증권,증권업
008730,율촌화학,KOSPI,음식료,식품_포장,포장용(필름 기반)
084110,휴온스글로벌,KOSDAQ,지주사,지주사,지주사
001820,삼화콘덴서,KOSPI,전자제품,MLCC,MLCC(콘덴서)
017940,E1,KOSPI,에너지,에너지_가스,LPG
002960,한국쉘석유,KOSPI,석유화학,정유,윤활유
460930,현대힘스,KOSDAQ,조선,조선기자재,조선블록업체
278280,천보,KOSDAQ,배터리,배터리_소재,전해액
005250,녹십자홀딩스,KOSPI,지주사,지주사,지주사
336570,원텍,KOSDAQ,헬스케어,의료기기_피부미용,피부미용 의료기기
002840,미원상사,KOSPI,석유화학,석유화학_중소형,계면활성제
039130,하나투어,KOSPI,내수,여행,여행
031330,에스에이엠티,KOSDAQ,전자제품,IT유통,전자부품 유통(반도체 등)
468530,프로티나,KOSDAQ,헬스케어,바이오_연구개발,항체치료제
046890,서울반도체,KOSDAQ GLOBAL,디스플레이,LED,LED
001570,금양,KOSPI,석유화학,석유화학_중소형,발포제
042000,카페24,KOSDAQ,인터넷,온라인서비스,호스팅
383310,에코프로에이치엔,KOSDAQ,에너지,플랜트,환경시스템 사업
272290,이녹스첨단소재,KOSDAQ GLOBAL,디스플레이,디스플레이_소재,OLED 소재
268280,미원에스씨,KOSPI,석유화학,석유화학_중소형,에너지경화수지(UV/EB curable resin)
383800,LX홀딩스,KOSPI,지주사,지주사,지주사
041960,코미팜,KOSDAQ,헬스케어,제약_동물의약품,동물의약품
002240,고려제강,KOSPI,철강,철강_선재가공,"와이어로프, 경강선 등"
000640,동아쏘시오홀딩스,KOSPI,음식료,음료,"식음료제조업: 바카스, 오쏘몰 등"
006380,카프로,KOSPI,에너지,신재생_기타,수소(고순도 수소 )
161000,애경케미칼,KOSPI,석유화학,석유화학_중소형,무수프탈산 및 그 유도품
017900,광전자,KOSPI,전자제품,전자부품,Discrete반도체
053610,프로텍,KOSDAQ,반도체,반도체_장비,공정장비(디스펜서 등)
060280,큐렉소,KOSDAQ,헬스케어,의료기기_정형외과,수술로봇(큐비스-조인트(Cuvis-joint) 등)
005420,코스모화학,KOSPI,석유화학,석유화학_중소형,이산화티타늄
064260,다날,KOSDAQ,인터넷,결제시스템,PG(전자지불 결제 서비스)
009410,태영건설,KOSPI,건설,건설_중소형,건설업
130660,한전산업,KOSPI,에너지,전력_발전정비,발전설비 정비
083450,GST,KOSDAQ,반도체,반도체_장비,"공정장비(SCRUBBER, Chiller 등)"
252990,샘씨엔에스,KOSDAQ,반도체,반도체_장비,검사장비(Probe Card용 세라믹STF)
458870,씨어스테크놀로지,KOSDAQ,헬스케어,의료용_진단기기,웨어러블 의료기기
287840,인투셀,KOSDAQ,헬스케어,바이오_연구개발,항암신약(ADC 기반)
271940,일진하이솔루스,KOSPI,에너지,신재생_기타,수소(수소 차량용 수소 저장용기 및 시스템)
217590,티엠씨,KOSPI,조선,조선기자재,선박용 케이블
